"","variable","ols_coefficient","lasso_coefficient"
"433","f_municipioMunicipio8:d_privateentrance",NA,-0.681778890800643
"434","f_municipioMunicipio8:d_readingmaterial",NA,0.167656298190467
"435","f_municipioMunicipio8:d_reservedparking",NA,-0.53492565876638
"436","f_municipioMunicipio8:d_security",NA,-1.9901855792682
"437","f_municipioMunicipio8:d_smarttv",NA,1.6507510102401
"438","f_municipioMunicipio8:d_specialview",NA,0.865731477466154
"439","f_municipioMunicipio8:d_tv",NA,0.220604673935853
"440","f_municipioMunicipio8:d_unreservedparking",NA,-1.38757911376757
"441","f_municipioMunicipio8:d_wifi",NA,-6.29513024395939
"442","f_municipioMunicipio8:d_windowsamenities",NA,-1.56930421679724
"443","f_municipioMunicipio9",-51.6021513916689,-4.71204234158638
"444","f_municipioMunicipio9:d_ac",NA,-5.75550210626508
"445","f_municipioMunicipio9:d_babykit",NA,-2.8557618443907
"446","f_municipioMunicipio9:d_bathroomessentials",NA,1.07186702687904
"447","f_municipioMunicipio9:d_bathtub",NA,1.54243128904388
"448","f_municipioMunicipio9:d_bedroomessentials",NA,-2.21826473280803
"449","f_municipioMunicipio9:d_bikes",NA,0.835732049645398
"450","f_municipioMunicipio9:d_buildingstaff",NA,1.44744316279855
"451","f_municipioMunicipio9:d_elevator",NA,-1.08768424456844
"452","f_municipioMunicipio9:d_ethernetconnection",NA,0.227238485570327
"453","f_municipioMunicipio9:d_evcharger",NA,0.964919580288795
"454","f_municipioMunicipio9:d_exerciseequipm",NA,0.002084623959064
"455","f_municipioMunicipio9:d_externallaundry",NA,0.809678552104878
"456","f_municipioMunicipio9:d_firepit",NA,-0.578134464977013
"457","f_municipioMunicipio9:d_fridge",NA,4.084543129421
"458","f_municipioMunicipio9:d_gym",NA,-10.2315966339386
"459","f_municipioMunicipio9:d_heating",NA,-4.44018942512185
"460","f_municipioMunicipio9:d_hottub",NA,-0.745958625303795
"461","f_municipioMunicipio9:d_keypad",NA,0.474330380982621
"462","f_municipioMunicipio9:d_luggagedropoffallowed",NA,3.3820673331953
"463","f_municipioMunicipio9:d_outdoorfurniture",NA,-0.867056670098867
"464","f_municipioMunicipio9:d_petsallowed",NA,-0.605799828555347
"465","f_municipioMunicipio9:d_piano",NA,-1.06257278960599
"466","f_municipioMunicipio9:d_privateentrance",NA,-1.20763334860439
"467","f_municipioMunicipio9:d_privatelivingroom",NA,-0.0229746252371593
"468","f_municipioMunicipio9:d_readingmaterial",NA,0.832654700821481
"469","f_municipioMunicipio9:d_security",NA,-0.716808920242491
"470","f_municipioMunicipio9:d_smarttv",NA,0.895126935885821
"471","f_municipioMunicipio9:d_soundsystem",NA,-1.33539741209081
"472","f_municipioMunicipio9:d_specialview",NA,0.25938755617072
"473","f_municipioMunicipio9:d_stove",NA,0.245197647921679
"474","f_municipioMunicipio9:d_table",NA,1.54643898130829
"475","f_municipioMunicipio9:d_toysforchildren",NA,-0.136945165695351
"476","f_municipioMunicipio9:d_tv",NA,1.92740347933541
"477","f_municipioMunicipio9:d_unreservedparking",NA,-1.25757357260601
"478","f_municipioMunicipio9:d_wardrobe",NA,-0.688833913420814
"479","f_municipioMunicipio9:d_wifi",NA,-1.89156957018126
"480","f_municipioMunicipio9:d_windowsamenities",NA,0.33890816613934
"481","f_number_of_reviews1",24.5228836729231,NA
"482","f_number_of_reviews2",NA,-8.78477805192904
"483","f_room_typePrivate room",-44.3954433013568,-15.1939842918945
"484","f_room_typePrivate room:d_babykit",NA,1.22419178133404
"485","f_room_typePrivate room:d_bathroomessentials",NA,7.53470229823169
"486","f_room_typePrivate room:d_bedroomessentials",NA,1.14557303568628
"487","f_room_typePrivate room:d_bikes",NA,-0.42690500648499
"488","f_room_typePrivate room:d_breakfast",NA,0.008171527671274
"489","f_room_typePrivate room:d_buildingstaff",NA,-0.456695373425636
"490","f_room_typePrivate room:d_cleaningproducts",NA,-0.893708097981483
"491","f_room_typePrivate room:d_dryer",NA,-8.53122767474536
"492","f_room_typePrivate room:d_ethernetconnection",NA,-0.975838432297895
"493","f_room_typePrivate room:d_evcharger",NA,-0.398072032595961
"494","f_room_typePrivate room:d_exerciseequipm",NA,-0.687813785317876
"495","f_room_typePrivate room:d_firepit",NA,1.08832084340682
"496","f_room_typePrivate room:d_fridge",NA,2.81397725800861
"497","f_room_typePrivate room:d_games",NA,-0.319638963656498
"498","f_room_typePrivate room:d_gym",NA,-1.41282152657697
"499","f_room_typePrivate room:d_hottub",NA,-0.793837201458712
"500","f_room_typePrivate room:d_iron",NA,1.66154876120157
"501","f_room_typePrivate room:d_keypad",NA,-0.000357812341860154
"502","f_room_typePrivate room:d_kitchenamenities",NA,-1.525161628227
"503","f_room_typePrivate room:d_luggagedropoffallowed",NA,-1.48826094733283
"504","f_room_typePrivate room:d_outdoorfurniture",NA,-2.55560685798916
"505","f_room_typePrivate room:d_piano",NA,-0.00832284474653893
"506","f_room_typePrivate room:d_pool",NA,-0.0736361191580831
"507","f_room_typePrivate room:d_privatelivingroom",NA,0.0332623016956456
"508","f_room_typePrivate room:d_readingmaterial",NA,0.0936532199772125
"509","f_room_typePrivate room:d_reservedparking",NA,3.09138301427452
"510","f_room_typePrivate room:d_smokingallowed",NA,-0.244215751698205
"511","f_room_typePrivate room:d_specialview",NA,0.977902675962363
"512","f_room_typePrivate room:d_table",NA,-0.20279710650233
"513","f_room_typePrivate room:d_tv",NA,-1.07732789038016
"514","f_room_typePrivate room:d_unreservedparking",NA,0.337014139957997
"515","f_room_typePrivate room:d_wardrobe",NA,0.570041434350589
"516","f_room_typePrivate room:d_windowsamenities",NA,-0.370271053531974
"517","f_room_typeShared room",-81.9876220257284,-1.43896519845806
"518","f_room_typeShared room:d_ac",NA,-1.1203445165615
"519","f_room_typeShared room:d_babykit",NA,-0.201430740780141
"520","f_room_typeShared room:d_bedroomessentials",NA,0.0128109847524282
"521","f_room_typeShared room:d_breakfast",NA,0.134707770393285
"522","f_room_typeShared room:d_dryer",NA,-0.729880664058435
"523","f_room_typeShared room:d_exerciseequipm",NA,-0.000805619562202201
"524","f_room_typeShared room:d_fridge",NA,0.749045689381062
"525","f_room_typeShared room:d_games",NA,-0.00158224898370383
"526","f_room_typeShared room:d_gym",NA,-0.617557915046723
"527","f_room_typeShared room:d_outdoorfurniture",NA,-0.108035449183103
"528","f_room_typeShared room:d_patioorbalcony",NA,1.1054837881316
"529","f_room_typeShared room:d_petsallowed",NA,0.321580795348392
"530","f_room_typeShared room:d_reservedparking",NA,-0.0747980721973233
"531","f_room_typeShared room:d_toysforchildren",NA,-5.48816076282681e-06
"532","f_room_typeShared room:d_tv",NA,0.867817655706175
"533","f_room_typeShared room:d_wardrobe",NA,-0.739493568617027
"534","f_room_typeShared room:d_wifi",NA,-2.26118785259384
"535","flag_days_since",77.1408774814978,19.0362251764425
"536","flag_review_scores_rating",NA,0.0153630695674147
"537","n_accommodates",9.23106567225671,11.2049301540448
"538","n_bathrooms",77.4417792560235,16.0757074350093
"539","n_bathrooms:d_ac",NA,9.2467475415648
"540","n_bathrooms:d_bathtub",NA,1.25493590187775
"541","n_bathrooms:d_bedroomessentials",NA,2.2156079998911
"542","n_bathrooms:d_bidet",NA,-5.797779230454
"543","n_bathrooms:d_bikes",NA,-1.81638376789398
"544","n_bathrooms:d_breakfast",NA,6.38527300618422
"545","n_bathrooms:d_buildingstaff",NA,0.415729883233619
"546","n_bathrooms:d_cleaningavailableduringstay",NA,-1.57508579211974
"547","n_bathrooms:d_dryer",NA,6.78231879396884
"548","n_bathrooms:d_ethernetconnection",NA,0.558186918854684
"549","n_bathrooms:d_evcharger",NA,3.30285460452194
"550","n_bathrooms:d_exerciseequipm",NA,-0.00138153975406419
"551","n_bathrooms:d_games",NA,17.2445703015304
"552","n_bathrooms:d_gym",NA,7.74332976319582
"553","n_bathrooms:d_heating",NA,0.990629882466945
"554","n_bathrooms:d_keypad",NA,-5.8651284987499
"555","n_bathrooms:d_luggagedropoffallowed",NA,-3.09697654958837
"556","n_bathrooms:d_outdoorfurniture",NA,9.64980033055025
"557","n_bathrooms:d_patioorbalcony",NA,1.98970325662526
"558","n_bathrooms:d_petsallowed",NA,0.00293925480896035
"559","n_bathrooms:d_piano",NA,6.12232264425218
"560","n_bathrooms:d_pool",NA,3.80277835677452
"561","n_bathrooms:d_privatelivingroom",NA,-2.49148970267802
"562","n_bathrooms:d_reservedparking",NA,0.497230661344668
"563","n_bathrooms:d_security",NA,1.38368923378016
"564","n_bathrooms:d_smarttv",NA,0.332461128162955
"565","n_bathrooms:d_soundsystem",NA,3.91991561838183
"566","n_bathrooms:d_specialview",NA,-3.28086952186081
"567","n_bathrooms:d_table",NA,-3.31803201942271
"568","n_bathrooms:d_tv",NA,-1.51478538295024
"569","n_bathrooms:d_unreservedparking",NA,-4.03390465558214
"570","n_bathrooms:d_wardrobe",NA,-5.82073183109313
"571","n_bathrooms:d_washingmachine",NA,-3.51781029352065
"572","n_bathrooms:d_wifi",NA,2.2199739928925
"573","n_bathrooms:d_windowsamenities",NA,4.06418536767894
"574","n_beds",2.57332838765222,1.88995924858027
"575","n_days_since",-0.00366540107667804,-3.07419794585233
"576","review_scores_rating",-0.768985554796854,-0.459100378839095
